"table_schema","table_name","table_size","table_size_p","indexes_size","indexes_size_p","total_size","total_size_p","row_count_approx","last_analyze","row_count_exact"
dwh_bckp,s01_led_acc_det_bkp_1_prt_106_2019_11_12,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_122_2019_12_30,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:18,0
dwh_dds,acc_transaction_1_prt_61_2019_06_30,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_dds,acc_transaction_1_prt_65_2019_07_12,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_99_2019_10_22,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_75_2019_08_11,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_170_2020_05_22,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_175_2020_06_06,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_126_2020_01_11,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:18,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_240_2020_12_18,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_77_2019_08_17,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_70_2019_07_27,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_348_2021_11_07,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_187_2020_07_12,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:19,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_303_2021_06_25,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_169_2020_05_19,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_147_2020_03_14,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_121_2019_12_27,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_288_2021_05_11,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_356_2021_12_01,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_112_2019_11_30,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_246_2021_01_05,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:37,0
dwh_dds,acc_transaction_1_prt_99_2019_10_22,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_dds,acc_sc_deal_lot_link,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_70_2019_07_27,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_350_2021_11_13,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:38,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_52_2019_06_03,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_17_2019_02_18,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:16,0
dwh_dds,acc_transaction_1_prt_265_2021_03_03,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:37,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_18_2019_02_21,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_345_2021_10_29,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:38,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_195_2020_08_05,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_194_2020_08_02,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:19,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_96_2019_10_13,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_124_2020_01_05,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:18,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_336_2021_10_02,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_29_2019_03_26,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:16,0
dwh_dds,acc_transaction_1_prt_201_2020_08_23,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:19,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_109_2019_11_21,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_272_2021_03_24,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:37,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_163_2020_05_01,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_8_2019_01_22,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_307_2021_07_07,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:38,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_294_2021_05_29,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_273_2021_03_27,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:37,0
dwh_dds,acc_transaction_1_prt_71_2019_07_30,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_dds,acc_transaction_1_prt_121_2019_12_27,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:18,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_297_2021_06_07,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_26_2019_03_17,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_314_2021_07_28,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_160_2020_04_22,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_11_2019_01_31,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_134_2020_02_04,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:18,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_192_2020_07_27,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_15_2019_02_12,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:16,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_251_2021_01_20,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_292_2021_05_23,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:38,0
dwh_dds,acc_transaction_1_prt_53_2019_06_06,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_89_2019_09_22,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_39_2019_04_25,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_dds,acc_transaction_1_prt_165_2020_05_07,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:19,0
dwh_dds,acc_transaction_1_prt_132_2020_01_29,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:18,0
dwh_dds,acc_transaction_1_prt_264_2021_02_28,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:37,0
dwh_dds,acc_transaction_1_prt_26_2019_03_17,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:16,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_123_2020_01_02,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_159_2020_04_19,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_10_2019_01_28,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_169_2020_05_19,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:19,0
dwh_dds,acc_transaction_1_prt_85_2019_09_10,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_341_2021_10_17,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_247_2021_01_08,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_354_2021_11_25,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_31_2019_04_01,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:16,0
dwh_dds,acc_transaction_1_prt_other,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:38,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_189_2020_07_18,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_123_2020_01_02,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:18,0
dwh_dds,acc_transaction_1_prt_317_2021_08_06,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:38,0
dwh_dds,acc_transaction_1_prt_114_2019_12_06,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:18,0
dwh_dds,acc_transaction_1_prt_348_2021_11_07,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:38,0
dwh_dds,acc_transaction_1_prt_101_2019_10_28,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_dds,acc_transaction_1_prt_135_2020_02_07,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:18,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_323_2021_08_24,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_189_2020_07_18,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:19,0
dwh_dds,acc_transaction_1_prt_22_2019_03_05,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:16,0
dwh_dds,acc_transaction_1_prt_249_2021_01_14,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:37,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_102_2019_10_31,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_85_2019_09_10,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_125_2020_01_08,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_247_2021_01_08,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:37,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_101_2019_10_28,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_86_2019_09_13,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:17,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_150_2020_03_23,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_312_2021_07_22,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_279_2021_04_14,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:37,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_310_2021_07_16,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_281_2021_04_20,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_286_2021_05_05,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_bckp,s01_led_acc_det_bkp_1_prt_118_2019_12_18,0,"0 bytes",1474560,"1440 kB",1474560,"1440 kB",0,,0
dwh_dds,acc_transaction_1_prt_315_2021_07_31,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:55:38,0
dwh_dds,acc_transaction_1_prt_182_2020_06_27,294912,"288 kB",1179648,"1152 kB",1474560,"1440 kB",0,2020-12-12 05:54:19,0
